"Star_number":"Star_name":"DISTANCE (LIGHTYEARS)":"TEMPERATURE":"Relative Mass":"radius":"Luminosity":"Star Type"
585:"Conley's Patch":301,418:2733:0,3:0,7:0,03:"M6V"
695:"Deschenes":310,081:4361:0,5:0,77:0,1:"K4V"
1317:"Kearny":302,615:2432:0,4:0,58:0,07:"M4V"
761:"Dyfed":248,172:5496:0,9:1,13:1,07:"G2V"
671:"De Berry":451,018:4877:0,5:0,86:0,25:"K0V"
1918:"Oceana":144,843:2945:0,4:0,33:0,05:"M3V"
1562:"Maharet":277,245:2499:0,2:0,69:0,02:"M5V"
3132:"Cephei":693,324:2406:0,4:0,32:0,04:"M1V"
2081:"Pusht-i-rud":510,364:3363:0,4:0,26:0,05:"M1V"
2115:"Ramona":331,278:2865:0,4:NA:0,07:"M1V"
465:"Capella":176,33:2888:0,2:0,15:0,06:"M1V"
1872:"Ningpo":86,028:4020:0,8:0,78:0,33:"K0V"
1804:"Necromo":214,715:4240:0,7:0,75:0,54:"K2V"
888:"Flychenia":208,019:5212:1:1,09:1,22:"G4V"
1440:"Lacadon":190,406:4010:0,5:0,8:0,13:"K5V"
2879:"Thadora's Land":452,092:2988:0,3:0,61:0,02:"M0V"
1861:"Newcastle":276,04:4171:0,6:0,84:0,59:"K6V"
431:"Cahokia":297,799:5627:0,9:1,05:0,77:"G2V"
466:"Caph":12,929:3186:0,4:0,36:0,07:"M2V"
2359:"Slocum":78,186:2423:0,3:0,57:0,07:"M2V"
1824:"New Dallas":60,599:2620:0,3:0,68:0,02:"M2V"
475:"Caripare":326,181:3968:0,5:0,75:0,29:"K2V"
1530:"Lucknow":344,91:4082:0,6:0,76:0,26:"K2V"
2170:"Rollis":411,883:4049:0,6:0,84:0,35:"K5V"
1312:"Kawabe":276,251:3220:0,3:0,67:0,05:"M1V"
2857:"Algenib":579,783:3542:0,4:0,31:0,03:"M1V"
733:"Doneval":198,973:2520:0,1:0,28:0,05:"M8V"
1274:"Kafr Silim":311,453:4683:0,5:0,84:0,26:"K2V"
1816:"New Avalon":288,627:3120:0,4:0,61:0,01:"M2V"
2093:"Quentin":47,634:4072:0,7:0,73:0,33:"K5V"
307:"Bergman's Planet":276,328:3208:0,4:0,34:0,04:"M2V"
2426:"Styriania":600,957:3117:0,4:0,52:0,05:"M3V"
907:"Fujidera":238,152:2832:0,3:0,63:0,06:"M4V"
2891:"Cogdell":540,747:5543:0,9:1,14:1,15:"G2V"
945:"Genoa":71,371:5553:1:0,99:1,3:"G2V"
160:"Aquagea":406,98:2794:0,4:0,08:0,08:"M5V"
1279:"Kaiyuh":422,764:3036:0,3:0,34:0,02:"M4V"
3057:"Malador Cluster":1113,246:3262:0,4:0,29:0,04:"M3V"
270:"Bassfield":588,852:4079:0,7:0,79:0,25:"K5V"
2657:"Vangburg":669,876:3304:0,4:0,3:0,04:"M0V"
2040:"Pliska":81,47:3156:0,1:NA:0,03:"M3V"
1423:"Kupang":563,943:2663:0,4:0,44:0,05:"M3V"
1167:"Icar":422,139:2614:0,3:0,08:0,03:"M5V"
655:"Damian":465,041:2412:0,2:0,63:0,07:"M7V"
432:"Caillinius":556,052:2449:0,3:0,26:0,03:"M7V"
857:"Feijo":734,962:2580:0,3:0,3:0,07:"M4V"
438:"Caldwell":465,142:5367:1:1,1:1,46:"G2V"
2194:"Ryerson":330,319:4194:0,5:0,91:0,47:"K6V"
1347:"Kigamboni":322,903:2565:0,3:0,36:0,08:"M5V"
806:"Enif":517,167:NA:NA:0,73:0,4:"K1V"
2097:"Quimper":338,27:2707:0,3:0,3:0,08:"M4V"
2975:"Córdoba":1343,139:2953:0,1:0,61:0,05:"M0V"
813:"Epsilon Eridani":28,075:2854:0,2:NA:0,05:"M3V"
124:"Anaheim":432,199:2923:0,2:0,5:0,02:"M3V"
1378:"Kluane":279,713:3037:0,2:0,27:0,02:"M3V"
2926:"Tyrrhenia":649,819:2403:0,1:0,17:0,06:"M8V"
2496:"Tatopani":475,226:3546:0,4:NA:0,07:"M1V"
2283:"Sertar":428,098:3472:0,4:0,36:0,03:"M0V"
2067:"Primus":322,524:4558:0,5:0,86:0,18:"K2V"
950:"Gibbs":255,686:2760:0,2:0,51:0,04:"M3V"
1284:"Kalmar":309,746:3393:0,4:0,61:0,05:"M2V"
401:"Brockway":417,507:3039:0,2:0,56:0,02:"M2V"
632:"Culmia":594,969:3728:0,7:0,92:0,12:"K6V"
1422:"Kupang":278,422:3808:0,7:0,73:0,59:"K6V"
1790:"Nai-Stohl":72,411:3037:0,2:0,61:0,07:"M2V"
3012:"Helios":552,129:2804:0,2:0,18:0,07:"M3V"
2459:"Syrstart":605,417:5454:0,9:1,1:1,29:"G5V"
1998:"Paulus Prime":485,685:3226:0,1:0,4:0,07:"M1V"
1184:"Ilmar":177,381:2934:0,4:0,63:0,05:"M5V"
1055:"Harlez":531,345:2883:0,1:0,51:0,06:"M2V"
1929:"Okaya":115,363:2900:0,4:0,15:0,07:"M3V"
731:"Donegal":242,166:3128:0,4:0,56:0,01:"M2V"
2744:"Weldry":423,749:2429:0,1:NA:0,07:"M8V"
91:"Alrakis":84,276:2417:0,4:0,49:0,02:"M4V"
1195:"Indrapurai":567,628:5337:1:1,06:0,85:"G5V"
1502:"Loburg":324,879:2843:0,1:0,08:0,02:"M0V"
2538:"Thule":464,575:2484:0,2:0,4:0,04:"M6V"
2279:"Senftenberg":208,994:NA:0,2:0,48:0,07:"M6V"
2470:"Tall Trees":66,747:2990:0,3:0,35:0,06:"M2V"
840:"Fairfax":354,712:2526:NA:0,62:0,05:"M8V"
2344:"Sinope":429,558:4580:0,7:NA:0,53:"K1V"
2785:"Xenia":466,101:3966:NA:0,96:0,37:"K0V"
1618:"Marsalle":334,917:5429:1:NA:1,04:"G4V"
2009:"Pentvar":328,657:2600:0,4:0,35:0,05:"M4V"
1446:"Lambrecht":59,143:4175:0,6:0,77:0,5:"K3V"
1225:"Jaboatao":525,95:3257:0,3:0,22:0,05:"M1V"
2072:"Procyon":12,159:2614:0,4:0,35:0,01:"M3V"
2576:"Traussin":479,612:2580:0,2:0,69:0,06:"M6V"
1754:"Moravian":171,522:2513:0,2:0,69:0,04:"M3V"
928:"Gambarare":447,755:3051:0,3:0,16:0,07:"M3V"
1833:"New Hessen":101,586:3855:0,8:0,76:0,58:"K7V"
2135:"Remagen":316,94:4118:0,7:0,71:0,59:"K3V"
45:"Aitutaki":234,196:3896:0,6:0,8:0,54:"K5V"
2692:"Vintru":197,41:3117:0,4:0,24:0,07:"M2V"
836:"Exedor":208,309:2462:0,1:0,55:0,05:"M7V"
1597:"Manx":365,556:5298:0,8:1,05:1,41:"G5V"
2740:"Weistheimer":574,024:2414:0,3:0,35:0,04:"M5V"
1026:"Haappajarvi":277,073:2914:0,2:0,22:0,02:"M5V"
2008:"Penobscot":336,077:2544:0,4:0,68:0,02:"M4V"
1558:"Maderas":365,382:2700:0,1:NA:0,07:"M6V"
2783:"Wypoute":498,894:2722:0,2:0,57:0,02:"M5V"
1767:"Mozirje":364,176:2909:0,2:0,32:0,02:"M1V"
1094:"Herat":272,99:2697:0,3:0,59:0,08:"M5V"
166:"Arc-Royal":283,494:4149:0,5:0,85:0,18:"K3V"
2862:"Dersidatz":481,729:3955:0,5:0,75:0,29:"K7V"
2000:"Payia":408,009:4018:0,6:0,74:0,3:"K5V"
2524:"Thamel":415,771:5777:NA:NA:0,9:"G2V"
1875:"Niops":457,325:NA:0,3:0,16:0,06:"M1V"
800:"Emporia":256,745:2451:0,3:0,61:0,03:"M4V"
545:"Chisholm":50,997:5404:0,8:1,09:0,7:"G2V"
2465:"Tainjin":456,103:2996:0,1:0,44:0,01:"M3V"
514:"Chakachamna":350,362:NA:0,5:0,83:0,19:"K3V"
2253:"Sawyer":465,727:4478:0,5:0,73:0,33:"K3V"
2243:"Sarna":164,359:3111:0,2:0,31:0,03:"M3V"
2811:"Zalt":706,871:2452:0,2:0,61:0,03:"M5V"
2472:"Tallin":292,651:3007:0,4:0,12:0,07:"M2V"
766:"Ebensburg":383,58:2625:0,1:0,35:0,01:"M0V"
1329:"Kentares":149,985:3050:0,2:0,68:0,03:"M1V"
2003:"Peacock":229,088:3252:0,3:NA:0,07:"M3V"
2920:"Rezak's Hole":538,627:2537:0,3:0,23:0,03:"M2V"
1172:"Idlewind":446,486:2899:0,3:0,45:0,04:"M1V"
2289:"Shahr Kord":431,611:2975:0,4:0,5:0,04:"M5V"
52:"Alarion":348,457:3186:0,2:0,52:0,03:"M3V"
287:"Beid":273,758:4660:0,6:0,8:0,41:"K2V"
673:"Declan":363,446:3947:0,6:0,9:0,52:"K2V"
2676:"Verlo":319,287:5313:0,9:1,05:0,66:"G5V"
3150:"Balawat":509,143:2532:0,4:0,13:0,06:"M5V"
2909:"Lastpost":719,1:2881:0,4:0,3:0,03:"M1V"
1085:"Heligoland":168,671:4716:0,5:0,82:0,14:"K2V"
2307:"Shibukawa":217,167:3763:0,5:0,71:0,3:"K5V"
1186:"Imalda":242,066:3386:0,2:0,12:0,08:"M0V"
1988:"Park Place":114,805:2453:0,3:NA:0,08:"M3V"
2771:"Wonju":492,495:4540:0,6:0,76:0,54:"K3V"
344:"Blommestein":758,27:2446:0,3:0,34:0,01:"M8V"
2158:"Risin":533,718:2994:0,2:0,17:0,08:"M3V"
2275:"Semenyih":177,932:2923:0,3:0,28:0,02:"M2V"
2841:"Zion":84,669:3400:0,2:0,16:0,07:"M2V"
1190:"Ina":438,829:5527:0,9:1,12:0,76:"G4V"
1937:"Oligar":285,327:2989:0,3:0,16:0,04:"M4V"
1934:"Old Kentucky":141,7:2618:0,3:0,21:0,05:"M3V"
1486:"Leyland":499,622:2501:0,4:0,21:0,06:"M2V"
1651:"Medellin":404,692:2649:0,4:0,2:0,02:"M2V"
2259:"Scheuerheck":360,357:2872:0,4:0,63:0,01:"M5V"
741:"Drienfontein":397,279:2632:NA:0,57:0,05:"M5V"
767:"Ebro":578,462:4518:0,7:0,72:0,13:"K0V"
1818:"New Britain":47,967:3843:0,7:0,8:0,2:"K5V"
988:"Graceland":265,811:2635:0,1:0,3:0,02:"M7V"
1883:"Nobel":457,957:3732:0,7:0,77:0,59:"K7V"
2159:"Roadside":412,643:3258:0,2:0,55:0,02:"M2V"
134:"Angell":129,287:2440:NA:0,47:0,07:"M4V"
297:"Bellevue":333,059:2536:0,4:0,35:0,06:"M2V"
783:"Elba":516,187:2676:0,4:0,4:0,05:"M5V"
2451:"Swartklip":487,555:4147:0,5:0,91:0,18:"K3V"
2828:"Zebrenaski":304,234:2906:0,2:0,6:0,02:"M1V"
2450:"Swales":304,372:4298:0,8:0,77:0,48:"K2V"
2107:"Raetia":625,433:2413:0,4:0,31:0,04:"M4V"
2263:"Schrim":647,911:3944:0,5:0,96:0,32:"K5V"
896:"Fortymile":288,82:NA:0,3:0,22:0,03:"M3V"
2781:"Wyatt":67,775:3737:0,7:0,87:0,3:"K6V"
3139:"Trondheim":780,505:3135:0,1:0,66:0,06:"M2V"
276:"Baxley":457,489:3771:0,5:0,81:0,35:"K5V"
2635:"Uravan":274,551:5665:1:0,98:1,23:"G2V"
3041:"Trinity":801,009:4028:0,5:0,82:0,15:"K2V"
426:"Cabanatuan":535,102:2605:0,2:0,57:0,03:"M6V"
667:"Davisville":482,089:3019:0,3:NA:0,03:"M1V"
1117:"Hivrannee":626,086:4155:0,7:0,78:0,24:"K3V"
3103:"New Delphi":993,684:5429:1:1,11:1,39:"G5V"
1401:"Koskenkorva":520,55:2493:0,2:0,25:0,03:"M8V"
2696:"Viroflay":596,98:5313:0,9:NA:1,48:"G2V"
1482:"Leskovik":345,221:4047:0,5:0,85:0,6:"K0V"
758:"Duxford":569,698:3298:0,2:0,45:0,07:"M2V"
2213:"Sakuranoki":324,442:3174:0,4:0,11:0,02:"M3V"
987:"Gouderak":373,44:2769:0,4:0,14:0,02:"M3V"
222:"Avranches":340,42:5392:NA:1,01:0,87:"G3V"
2533:"Thimphu":449,619:4085:NA:0,74:0,52:"K6V"
802:"Enchi":411,702:2433:0,2:0,1:0,01:"M5V"
1047:"Hamilton":268,352:2934:0,1:0,53:0,05:"M5V"
3046:"Brundams":1928,754:2752:0,2:0,54:0,03:"M2V"
164:"Arcadia":268,762:2649:0,4:0,25:0,03:"M5V"
1003:"Greenlaw":277,786:4463:0,8:0,78:0,41:"K3V"
2573:"Tovetin":427,842:4237:0,7:0,85:0,37:"K5V"
1938:"Olindo":519,3:2428:0,2:0,08:0,08:"M3V"
2851:"Zvolen":248,425:4304:0,7:0,78:0,13:"K3V"
1533:"Ludwigshafen":372,066:4177:0,5:0,87:0,24:"K6V"
957:"Gingeria":565,302:3335:0,4:0,6:0,07:"M2V"
2850:"Zurich":66,265:2764:0,1:0,08:0,04:"M5V"
2119:"Raphael":318,112:4307:0,5:0,91:0,54:"K0V"
2100:"Quines":763,865:2904:0,2:0,69:0,03:"M3V"
983:"Goshen":164,609:3154:0,1:0,67:0,05:"M3V"
416:"Buena":402,015:2580:0,1:0,45:0,05:"M1V"
2715:"Wallacia":270,573:3723:0,6:0,92:0,2:"K7V"
1770:"Mumbai":250,209:4085:0,5:0,87:0,52:"K2V"
1820:"New Canton":73,413:NA:0,6:0,73:0,47:"K7V"
878:"Fjernet":468,304:4715:0,5:0,76:0,58:"K2V"
991:"Gran":342,166:4605:0,6:0,74:0,13:"K1V"
2294:"Sharqah":366,158:5523:0,8:1,13:1,5:"G2V"
1357:"Kinkaid":457,257:2786:0,3:0,28:0,08:"M5V"
2108:"Ragusa":217,821:2475:0,4:0,67:0,07:"M1V"
1361:"Kirkcaldy":159,557:2417:0,1:0,65:0,02:"M0V"
1029:"Hadnall":296,156:2931:0,3:0,61:0,07:"M5V"
1974:"Palmyra":451,543:3165:0,1:0,5:0,05:"M2V"
3086:"Rim Worlds Republic Outpost #7":1631,332:NA:NA:0,12:0,03:"M2V"
1404:"Kotzebue":377,656:3225:NA:0,54:0,01:"M2V"
710:"Dickinson":184,937:2659:0,3:0,3:0,05:"M6V"
830:"Eustatius":499,237:5349:0,9:1:1,25:"G2V"
1031:"Haggard":480,751:2858:0,1:0,69:0,03:"M5V"
2834:"Zertarum":479,723:3864:0,6:NA:0,58:"K3V"
2424:"Sturgis":422,565:2434:0,3:0,69:0,04:"M3V"
1554:"Mackolla":647,016:2561:0,2:0,32:0,01:"M1V"
2302:"Shenwan":241,813:3791:0,7:0,73:0,1:"K6V"
621:"Cresson":554,06:5344:1:1,04:1,23:"G3V"
204:"Atria":54,082:2614:0,3:0,67:0,07:"M5V"
2134:"Relevow":200,966:2948:0,2:0,58:0,04:"M3V"
168:"Ardoz":250,096:2779:0,2:0,51:0,06:"M3V"
3095:"Anglia":1015,357:2432:0,4:0,7:0,04:"M2V"
2981:"Anklan":1163,436:3143:0,3:0,59:0,05:"M2V"
1206:"Ipava":279,78:3086:0,4:0,48:0,08:"M4V"
2457:"Synsstad":512,745:2779:0,4:0,17:0,04:"M3V"
2719:"Wappingers":290,103:2994:NA:0,47:0,05:"M1V"
2291:"Shaobuon":416,492:4268:0,8:0,83:0,33:"K5V"
1019:"Gunthar":385,132:3119:0,4:0,15:0,04:"M4V"
2698:"Vixen":487,646:5819:1:NA:0,95:"G2V"
3143:"Polybius":465,266:4232:0,6:0,77:0,4:"K2V"
685:"Delphos":323,952:4665:0,8:0,73:0,59:"K3V"
850:"Far Reach":607,714:4336:0,6:0,88:0,46:"K5V"
356:"Bogard":271,276:4044:0,7:0,93:0,35:"K3V"
1748:"Monthey":507,606:3009:0,2:0,55:0,01:"M0V"
2849:"Zumbo":729,844:3318:0,4:0,18:0,02:"M2V"
1152:"Hun Ho":285,115:3708:0,7:0,78:0,28:"K2V"
704:"Dhaulgiri":311,533:4413:0,6:0,94:0,6:"K1V"
1992:"Pasemah":544,038:2519:0,4:0,18:0,06:"M5V"
1126:"Holmsbu":445,66:2583:0,1:0,61:0,03:"M3V"
1758:"Moriguchi":466,533:4270:0,7:0,93:0,13:"K5V"
2412:"Stettin":451,621:2717:0,3:0,19:0,08:"M4V"
1943:"Oporto":545,053:NA:0,4:0,15:0,04:"M3V"
2074:"Promised Land":312,796:2413:0,1:0,14:0,07:"M2V"
997:"Gravensteen":257,231:2733:0,3:0,7:0,06:"M6V"
2833:"Zempoatlepetl":253,688:2957:0,2:0,19:0,03:"M1V"
1025:"Gypsum":282,695:2789:0,2:0,41:0,04:"M1V"
2537:"Thuban":228,914:3583:0,2:0,22:0,07:"M0V"
1270:"Jungar Qi":282,323:4262:0,6:0,82:0,34:"K3V"
1936:"Oli":203,745:2442:0,1:0,4:0,07:"M8V"
1342:"Khon Kaen":387,163:3890:0,5:NA:0,56:"K7V"
2586:"Tripoli":206,455:2734:0,4:0,43:0,06:"M5V"
713:"Diefenbaker":394,875:2615:0,2:0,3:0,04:"M2V"
1100:"Herotitus":434,101:4354:0,7:NA:0,6:"K2V"
1620:"Mas":482,429:2462:0,2:0,56:0,01:"M5V"
1814:"New Aragon":112,307:2564:0,1:0,34:0,06:"M5V"
626:"Cronulla":253,18:4737:0,6:0,76:0,25:"K0V"
2044:"Point Barrow":385,425:3374:0,4:0,67:0,02:"M2V"
1005:"Griffith":342,403:NA:0,6:0,78:0,48:"K7V"
930:"Gambilon":464,81:3010:0,3:0,57:0,07:"M3V"
1864:"Nexus Ri":466,121:4321:0,6:0,73:0,47:"K2V"
1219:"Itica":378,544:2743:0,2:0,17:0,05:"M5V"
2212:"Sakhara":278,677:4035:NA:0,87:0,11:"K6V"
2224:"San Carlos":601,903:2561:0,4:0,23:0,02:"M4V"
1990:"Parvan":486,57:3010:0,2:0,52:0,01:"M1V"
1228:"Jacomarle":382,846:2509:0,2:0,3:0,08:"M2V"
643:"Cyrton":500,424:2519:0,2:0,34:0,03:"M8V"
515:"Chalouba":311,958:5509:1:1,07:1,3:"G2V"
233:"Bacum":329,193:2758:0,2:0,62:0,08:"M4V"
2280:"Senorbi":376,698:2520:0,3:0,51:0,02:"M6V"
2758:"Willunga":480,221:3214:0,4:0,26:0,02:"M0V"
257:"Baranda":518,574:4081:0,6:0,8:0,15:"K3V"
885:"Florarda":258,921:3494:0,1:NA:0,05:"M0V"
2963:"Tamaron":1856,995:2401:0,3:0,63:0,07:"M8V"
2338:"Silver":363,561:2799:0,3:0,36:0,02:"M3V"
1541:"Luxen":504,406:5626:1:1,04:0,76:"G4V"
1428:"Kuzuu":70,486:2582:0,1:0,67:0,04:"M2V"
2730:"Waypoint":522,306:4065:0,6:0,91:0,33:"K0V"
142:"Annapolis":210,25:2494:0,2:0,41:0,01:"M3V"
1987:"Paris":197,591:2716:0,2:0,24:0,02:"M1V"
2208:"Saiph":68,188:2853:0,3:NA:0,07:"M0V"
1978:"Panjang":348,831:2641:NA:0,41:0,01:"M5V"
2154:"Ridgebrook":377,737:2681:0,4:0,36:0,08:"M6V"
2631:"Untran":423,854:3177:0,3:0,5:0,02:"M1V"
832:"Evansville":295,871:2758:0,3:0,12:0,02:"M5V"
1941:"Omagh":260,814:2408:0,2:0,61:0,08:"M4V"
2603:"Turkalia":304,931:2937:0,4:0,3:0,02:"M2V"
366:"Bora":162,434:3015:0,1:0,08:0,08:"M2V"
2360:"Small World":52,168:2417:0,2:0,32:0,04:"M3V"
2772:"Woodbine":504,241:4825:0,6:0,81:0,4:"K1V"
831:"Eutin":268,678:2444:0,2:0,33:0,08:"M5V"
2973:"Asturias":1317,469:2650:0,3:0,23:0,01:"M2V"
2578:"Trell":403,379:2587:0,1:0,11:0,04:"M1V"
2288:"Sevren":316,388:4309:0,5:0,9:0,31:"K2V"
1498:"Lintz":220,902:5519:0,8:1,03:1,06:"G2V"
1772:"Muphrid":31,339:5262:1:1,08:1,35:"G5V"
2882:"Albiero":387,205:4155:0,7:0,86:0,56:"K2V"
232:"Babuyan":239,961:2805:0,4:0,14:0,03:"M5V"
2317:"Shira":739,367:2746:0,3:0,12:0,06:"M5V"
2180:"Rosice":284,198:3161:0,1:0,52:0,02:"M2V"
2800:"Ylemelke":508,828:3840:0,8:0,9:0,57:"K5V"
727:"Dol":282,033:2456:0,3:0,27:0,06:"M2V"
2820:"Zara":260,889:3061:0,1:0,47:0,04:"M2V"
2047:"Polcenigo":390,346:2459:0,4:0,61:0,06:"M4V"
349:"Bluford":454,568:2948:0,2:0,51:0,02:"M1V"
347:"Blue Sava":74,657:3018:0,4:0,46:0,08:"M1V"
1463:"Latexo":401,037:4726:0,5:0,86:0,26:"K0V"
2402:"Starshine":375,56:5481:1:1,02:0,63:"G2V"
1798:"Narellan":305,878:3175:0,1:0,37:0,03:"M2V"
1600:"Marantha":444,821:3352:0,4:0,44:0,03:"M0V"
2971:"Project Sagitarius Umbrella":640,735:2825:0,2:0,67:0,06:"M5V"
2374:"Son Hoa":422,626:2631:0,4:0,15:0,01:"M1V"
41:"Agliana":485,586:3202:0,3:0,1:0,04:"M2V"
2404:"Steelton":435,374:4601:0,8:0,77:0,13:"K3V"
1298:"Karlstejn":295,459:2974:NA:0,12:0,02:"M1V"
2972:"Aragon":1310,844:2567:0,3:0,43:0,02:"M3V"
1310:"Kaus Media":80,461:3921:0,6:0,7:0,48:"K3V"
779:"Ejeda":747,661:3551:0,2:0,45:0,08:"M0V"
1594:"Mansfield":399,634:3460:NA:0,39:0,06:"M1V"
2695:"Viribium":392,756:3749:0,7:0,88:0,32:"K5V"
1444:"Lahti":451,425:2577:0,4:0,6:0,01:"M3V"
2150:"Rhodos":222,587:2657:0,1:0,56:0,07:"M5V"
1286:"Kamenz":311,182:3832:0,7:0,88:0,2:"K6V"
2175:"Rosamond":181,753:2916:0,1:0,48:0,01:"M5V"
1344:"Kiamba":250,143:5615:0,8:1,14:1,38:"G4V"
2137:"Remulac":83,067:NA:0,1:0,12:0,02:"M2V"
654:"Damevang":351,525:3279:0,4:0,53:0,06:"M2V"
17:"Achilles":139,519:3801:0,5:0,79:0,25:"K7V"
2098:"Quimper":449,443:3814:0,8:0,71:0,24:"K6V"
2511:"Telos":59,605:3141:0,4:0,14:0,06:"M2V"
2257:"Schedar":119,763:2532:0,3:0,38:0,05:"M7V"
3140:"Lamar":267,085:2474:0,4:0,26:0,03:"M5V"
220:"Avior":200,721:2562:0,1:0,55:0,01:"M7V"
1720:"Mirage":475,355:2758:0,3:0,69:0,02:"M4V"
568:"Clipperton":322,215:4604:0,6:0,74:0,2:"K2V"
2872:"Maximillian":460,851:2969:0,4:0,41:0,02:"M5V"
851:"Farcry":545,254:2775:0,2:0,55:0,01:"M2V"
2272:"Seginus":103,55:4676:0,7:0,82:0,18:"K2V"
1880:"Nizina":384,736:3013:0,4:0,08:0,06:"M1V"
969:"Glevakha":367,433:3294:0,3:0,6:0,02:"M1V"
2689:"Viluisk":557,1:4551:NA:0,72:0,36:"K0V"
284:"Bedeque":146,644:5794:0,8:1,13:0,93:"G2V"
1829:"New Galicia":424,916:4162:0,5:0,91:0,55:"K3V"
3163:"Pyrrhus":491,769:4165:0,5:0,71:0,46:"K5V"
2869:"Lordinax":500,631:2528:0,3:0,22:0,07:"M4V"
914:"Gacrux":87,165:3125:0,1:0,54:0,05:"M3V"
3157:"Nuncavoy":448,099:2604:0,2:0,58:0,03:"M4V"
1698:"Midale":408,778:3085:0,2:0,66:0,01:"M0V"
854:"Fathepur":358,295:2588:NA:0,32:0,03:"M4V"
2647:"Valentina":422,267:2921:0,2:0,27:0,06:"M2V"
2131:"Reinhardstein":222,018:3385:0,3:0,64:0,01:"M2V"
2616:"Uhuru":139,622:2907:0,4:0,13:0,02:"M2V"
1409:"Kowloon":469,383:2427:0,3:0,21:0,02:"M7V"
280:"Bayis":303,857:2439:0,2:0,66:0,01:"M5V"
1501:"Ljugarn":231,734:3893:0,6:0,78:0,22:"K6V"
1489:"Lihue":468,347:3275:0,4:0,55:0,04:"M1V"
1788:"Naikongzu":638,757:2885:0,3:0,44:0,07:"M3V"
747:"Duantia":344,895:2500:0,3:0,43:0,02:"M8V"
461:"Canonbie":139,28:2538:0,3:0,27:0,06:"M2V"
2794:"Yàn-huì":279,245:2491:0,4:0,21:0,05:"M8V"
2406:"Stein's Folly":256,243:5162:0,6:0,83:0,36:"K0V"
1301:"Kashilla":201,159:2500:0,1:0,43:0,02:"M8V"
1931:"Olafsvik":297,219:2855:0,2:0,38:0,07:"M2V"
3100:"Hibernia":992,235:4450:0,7:0,78:0,56:"K3V"
2567:"Tormentine":412,22:3721:0,5:0,81:0,5:"K4V"
2910:"Manaringaine":518,937:2690:0,3:0,69:0,05:"M4V"
838:"Fadiffolu":343,874:5470:0,9:1,13:0,89:"G4V"
2187:"Ruchbah":61,744:3141:0,4:0,1:0,01:"M3V"
2897:"Dormandaine":473,168:4323:0,6:0,94:0,26:"K2V"
2795:"Yardley":267,86:3819:0,6:0,74:0,53:"K5V"
3096:"Belgae":978,662:3280:0,2:0,62:0,08:"M1V"
22:"Acrux":354,376:4013:0,6:0,89:0,42:"K2V"
1942:"Onverwacht":697,57:2690:0,4:0,27:0,06:"M5V"
318:"Bettendorf":266,202:2594:0,2:0,68:0,05:"M5V"
1606:"Marfik":105,768:2424:0,2:0,53:0,03:"M4V"
1991:"Pascagoula":433,421:5444:0,8:1,13:0,92:"G5V"
659:"Danli":721,219:4230:0,7:0,95:0,48:"K4V"
1993:"Pasig":371,41:4411:0,8:0,78:0,21:"K3V"
784:"Elbar":126,91:2531:0,3:0,21:0,01:"M6V"
1349:"Kilarney":334,515:3122:0,4:0,65:0,06:"M3V"
1894:"Northsun":547,025:5364:0,8:1,13:0,98:"G5V"
2444:"Suzano":115,08:2723:0,2:0,65:0,08:"M5V"
377:"Bountiful Harvest":294,93:2964:0,2:0,11:0,03:"M1V"
2867:"Lindassa":521,901:3237:0,3:0,47:0,05:"M3V"
771:"Edmondson":353,987:3701:0,6:0,73:0,3:"K5V"
303:"Bensinger":462,834:2910:0,1:0,13:0,04:"M2V"
293:"Bell":579,19:5232:0,9:1,06:1,38:"G5V"
396:"Bristol":190,865:3259:0,2:0,11:0,02:"M3V"
1426:"Kurvasa":353,826:2912:0,4:0,63:0,04:"M2V"
446:"Calpaca":215,775:2837:0,4:0,2:0,03:"M1V"
3020:"Ctesiphon":1093,331:4627:0,6:0,88:0,54:"K0V"
2939:"Colleen":1843,651:4167:0,7:0,82:0,57:"K2V"
2130:"Reinbak":534,192:2440:0,4:0,43:0,05:"M7V"
569:"Clovis":180,192:4009:0,8:0,77:0,53:"K5V"
604:"Corridan":127,263:NA:0,1:0,14:0,08:"M0V"
1272:"Kabah":423,636:2438:0,4:0,27:0,05:"M8V"
2151:"Richmond":473,853:4719:0,7:0,83:0,5:"K2V"
3034:"Suda Bay":978,854:2671:0,4:0,19:0,04:"M5V"
2906:"Hope":709,894:4129:0,6:0,89:0,58:"K6V"
2397:"Stantsiya":393,387:3181:0,4:0,37:0,05:"M2V"
214:"Austerlitz":530,094:NA:0,1:0,36:0,06:"M3V"
2659:"Vanra":170,201:2816:0,4:0,16:0,06:"M5V"
1340:"Khartoum":427,96:4736:0,5:0,81:0,1:"K2V"
2986:"Bruges":1185,39:5249:0,9:1,12:0,99:"G2V"
2331:"Sierra":426,148:2996:0,3:0,65:0,04:"M3V"
2267:"Scudder":218,398:4009:0,5:0,81:0,39:"K6V"
620:"Crellacor":477,107:4108:NA:0,73:0,39:"K2V"
3128:"Albaracht":672,787:3046:0,2:0,38:0,04:"M0V"
739:"Dreadlord":586,05:2965:0,4:0,3:0,04:"M5V"
2856:"Addhara":531,91:4439:0,5:0,92:0,21:"K2V"
1466:"Laureles":224,82:5440:0,9:1,01:0,74:"G4V"
2122:"Rasalgethi":216,273:2485:0,3:0,46:0,02:"M2V"
1157:"Hurik":403,869:2885:0,3:0,67:0,03:"M2V"
